S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE,ELECTION-TYPE,ZONE
5,NANDI-ESOM JOE,MALE,ASD,40,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
6,AGUBA WILLIE AKPAMA,MALE,C4C,9,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
7,OKOI OBETEN IBIAN,MALE,DA,39,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
8,SAMUEL ETOWA IKONA,MALE,DPP,100,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
9,EBRI WILLIAM ONEN,MALE,ID,13,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
10,OMARI FREDERICK EJE,MALE,JMPP,17,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
11,IGBOKE ROLAND BASSEY,MALE,MPN,102,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
12,ONOR SANDY OJANG,MALE,PDP,"80,134",ELECTED,CROSS-RIVER-CENTRAL,CROSS,SENATE,
13,IDEBA ENO BASSEY,MALE,PPN,48,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
14,TAKIM MACDUFF OJONG,MALE,SNP,71,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
15,ATTAH ANTHONG BISSONG,MALE,YPP,36,,CROSS-RIVER-CENTRAL,CROSS,SENATE,
1,ORI ODU AKPANG ADE,M,ADC,270,,CROSS-RIVER-NORTH,CROSS,SENATE,
2,,M,APC,"36,129",,CROSS-RIVER-NORTH,CROSS,SENATE,
3,IGBOH JULIUS,M,ASD,93,,CROSS-RIVER-NORTH,CROSS,SENATE,
4,NDOMA PETER VOLIE,M,DA,36,,CROSS-RIVER-NORTH,CROSS,SENATE,
5,AGASHU CLETUS EGA,M,DPP,170,,CROSS-RIVER-NORTH,CROSS,SENATE,
6,OCHINKEN MERCY AKWAJI,F,ID,33,,CROSS-RIVER-NORTH,CROSS,SENATE,
7,AMOGOR PETER,M,JMPP,215,,CROSS-RIVER-NORTH,CROSS,SENATE,
8,OKO ROSE OKOJI,F,PDP,"100,967",ELECTED,CROSS-RIVER-NORTH,CROSS,SENATE,
9,OKII JAMES ODEY,M,PPN,174,,CROSS-RIVER-NORTH,CROSS,SENATE,
10,ESOR SOLOMON IDOR,M,SDP,143,,CROSS-RIVER-NORTH,CROSS,SENATE,
11,MPIELE JONAS AGBOR,M,YDP,14,,CROSS-RIVER-NORTH,CROSS,SENATE,
12,ANNDOTAN JOSEF AKOMAYE,M,YPP,61,,CROSS-RIVER-NORTH,CROSS,SENATE,
1,EKPENYONG KINGSLEY ITA,M,AA,70,,CROSS-RIVER-SOUTH,CROSS,SENATE,
2,AMBO EKPEYONG,M,ADC,420,,CROSS-RIVER-SOUTH,CROSS,SENATE,
3,,M,APC,"63,250",,CROSS-RIVER-SOUTH,CROSS,SENATE,
4,EKPO BASSEY OKON,M,ASD,108,,CROSS-RIVER-SOUTH,CROSS,SENATE,
5,EDEM IGNATIUS OFFIONG,M,DA,76,,CROSS-RIVER-SOUTH,CROSS,SENATE,
6,ICHE CLEMENT EKUM GBE,M,ID,54,,CROSS-RIVER-SOUTH,CROSS,SENATE,
7,FRANCIS BASSEY EDET,M,JMPP,350,,CROSS-RIVER-SOUTH,CROSS,SENATE,
8,BASSEY GERSHOM HENRY,M,PDP,"77,478",ELECTED,CROSS-RIVER-SOUTH,CROSS,SENATE,
9,EDET OKON EFFIOM,M,PPN,94,,CROSS-RIVER-SOUTH,CROSS,SENATE,
10,NTUKPEK LESLEY EKPE,M,YDP,75,,CROSS-RIVER-SOUTH,CROSS,SENATE,
11,EKENG ANDEM EKPENYONG,M,YPP,159,,CROSS-RIVER-SOUTH,CROSS,SENATE,
1,LIEGELORN KESTON M. ALAMIN,MALE,ADC,416,,DELTA-CENTRAL,DELTA,SENATE,
2,OMO-AGEGE OVIE AUGUSTINE,MALE,APC,"111,100",ELECTED,DELTA-CENTRAL,DELTA,SENATE,
3,AKPFURF EVWERERAYE FELIX,MALE,APM,86,,DELTA-CENTRAL,DELTA,SENATE,
4,OGBOKO KELVIN IGHOSOTU,MALE,C4C,34,,DELTA-CENTRAL,DELTA,SENATE,
5,NWELE NNANNA CHUKWUDI,MALE,DA,48,,DELTA-CENTRAL,DELTA,SENATE,
6,ESIEKPE EVINCE OGHENERO,MALE,DPP,436,,DELTA-CENTRAL,DELTA,SENATE,
7,OGHENECHOVWEN UGEN,MALE,GDPN,49,,DELTA-CENTRAL,DELTA,SENATE,
8,OKPERIE EGUONO,MALE,HDP,38,,DELTA-CENTRAL,DELTA,SENATE,
9,ONORI BENSON AUGUSTINE,MALE,KP,33,,DELTA-CENTRAL,DELTA,SENATE,
10,OLUWADARE ONOME HEPHZIBAH,FEMALE,LP,"2,003",,DELTA-CENTRAL,DELTA,SENATE,
11,ADJUYA STELLA,FEMALE,MPN,40,,DELTA-CENTRAL,DELTA,SENATE,
12,DAFE OGUNJE,MALE,NCP,141,,DELTA-CENTRAL,DELTA,SENATE,
13,ONEYIBO HANDSOME - HERO,MALE,PDC,236,,DELTA-CENTRAL,DELTA,SENATE,
14,OBORO EVELYN OMAVOWAN OJAKOVO,FEMALE,PDP,"99,422",,DELTA-CENTRAL,DELTA,SENATE,
15,OGBAODU PAUL,MALE,PPN,93,,DELTA-CENTRAL,DELTA,SENATE,
16,UGHWANOGHO OVIE,MALE,SDP,"2,204",,DELTA-CENTRAL,DELTA,SENATE,
17,EGUVWESE MAGIC FREDERICK,MALE,UPC,19,,DELTA-CENTRAL,DELTA,SENATE,
18,OBENEBE O MACPHERSON,MALE,ZLP,20,,DELTA-CENTRAL,DELTA,SENATE,
1,ADIGWE CHUKWUMA,MALE,A,72,,DELTA-NORTH,DELTA,SENATE,
2,SMART MADU AJAJA,MALE,AAC,441,,DELTA-NORTH,DELTA,SENATE,
3,DIKE HENRY EMEKA,MALE,ACD,108,,DELTA-NORTH,DELTA,SENATE,
4,COLLINS ISAMADE I,MALE,ACPN,50,,DELTA-NORTH,DELTA,SENATE,
5,OTUYA IFEANYI AUSTIN,MALE,ADC,719,,DELTA-NORTH,DELTA,SENATE,
6,OGBE OKAFOR,MALE,ANP,132,,DELTA-NORTH,DELTA,SENATE,
7,UBOH DORIS,FEMALE,APC,"36,350",,DELTA-NORTH,DELTA,SENATE,
8,NWAGBOGUN SUNDAY NWALOKOR,MALE,APGA,482,,DELTA-NORTH,DELTA,SENATE,
9,IGUBOR ONYIMELODIA,FEMALE,ASD,22,,DELTA-NORTH,DELTA,SENATE,
10,KONWEA THERESA,FEMALE,DA,36,,DELTA-NORTH,DELTA,SENATE,
11,ODIRI OYIBOGARE,MALE,DPP,345,,DELTA-NORTH,DELTA,SENATE,
12,LAWRENCE ENYI,MALE,FJP,14,,DELTA-NORTH,DELTA,SENATE,
13,OKAFOR OFUNNE PHILOMINA,FEMALE,HDP,11,,DELTA-NORTH,DELTA,SENATE,
14,EZEAGWU ONYEKACHUKWU CYPRIAN,MALE,ID,33,,DELTA-NORTH,DELTA,SENATE,
15,OKOCHA FELIX NWAEKE,MALE,JMPP,47,,DELTA-NORTH,DELTA,SENATE,
16,ALIU JANE REBECAH,FEMALE,KP,44,,DELTA-NORTH,DELTA,SENATE,
17,NDOZI EMMANUEL OGECHUKWU,MALE,LP,106,,DELTA-NORTH,DELTA,SENATE,
18,ENURAH ANTHONY,MALE,MPN,64,,DELTA-NORTH,DELTA,SENATE,
19,UGEGELI NDUDI STEPHANIE,FEMALE,NFD,60,,DELTA-NORTH,DELTA,SENATE,
20,NWAKA EMMANUEL OGOCHUKWU,MALE,PDC,833,,DELTA-NORTH,DELTA,SENATE,
21,NWAOBOSHI PETER ONYELUKA,MALE,PDP,"186,423",ELECTED,DELTA-NORTH,DELTA,SENATE,
22,OBI IJOMAH FREDERICK,MALE,PPA,162,,DELTA-NORTH,DELTA,SENATE,
23,KANWANYE VICTOR CHUKWUNONSO,MALE,PPN,34,,DELTA-NORTH,DELTA,SENATE,
24,EKPAH JOHN ONYEMAECHI,MALE,SDP,106,,DELTA-NORTH,DELTA,SENATE,
25,ILAMEBE LAWRENCE O,MALE,ZLP,22,,DELTA-NORTH,DELTA,SENATE,
1,MACDONALD EBINEPRE AMARAN,MALE,AAC,285,,DELTA-SOUTH,DELTA,SENATE,
2,WILKIE ELIJAH ONIYETSORITSE,MALE,ACPN,60,,DELTA-SOUTH,DELTA,SENATE,
3,OLIVIA TAGBAJUMI AGBAJOH,MALE,ADC,800,,DELTA-SOUTH,DELTA,SENATE,
4,OMATSEYE TEMISANKEN,MALE,ADP,642,,DELTA-SOUTH,DELTA,SENATE,
5,MEKE EMMANUEL,MALE,ANP,129,,DELTA-SOUTH,DELTA,SENATE,
6,UDUAGHAN EMMANUEL EWETA,MALE,APC,"125,752",,DELTA-SOUTH,DELTA,SENATE,
7,REX OGHORO,MALE,APDA,130,,DELTA-SOUTH,DELTA,SENATE,
8,OFFICE JEFFERSON ABEL TAMARALAYEFA,MALE,APM,16,,DELTA-SOUTH,DELTA,SENATE,
9,ONORIODE ODI HOSEA,MALE,ASD,37,,DELTA-SOUTH,DELTA,SENATE,
10,PEREKEKEME ANDREW EFE,MALE,C4C,16,,DELTA-SOUTH,DELTA,SENATE,
11,OGWOGU CELESTINE U ICHA,MALE,DA,6,,DELTA-SOUTH,DELTA,SENATE,
12,MOLOGE DOGUBO,MALE,DPP,141,,DELTA-SOUTH,DELTA,SENATE,
13,OVO MORRISTER,MALE,HDP,1,,DELTA-SOUTH,DELTA,SENATE,
14,JOSEPH ELO TESSY,FEMALE,ID,47,,DELTA-SOUTH,DELTA,SENATE,
15,KOVIE ANDREW EPETUKU,MALE,JMPP,24,,DELTA-SOUTH,DELTA,SENATE,
16,TANNO PATRICK ONOVUGHAKPO,MALE,KP,26,,DELTA-SOUTH,DELTA,SENATE,
17,OGEKI GODWIN,MALE,LP,74,,DELTA-SOUTH,DELTA,SENATE,
18,ANDERSON TARE-ERE,FEMALE,MPN,20,,DELTA-SOUTH,DELTA,SENATE,
19,OSEH AZUBUIKE DENNIS,MALE,NFD,210,,DELTA-SOUTH,DELTA,SENATE,
20,AKWIROFIE FRANK  OGHENEOTHUKO,MALE,NRM,26,,DELTA-SOUTH,DELTA,SENATE,
21,EKI DAVID GREG,MALE,PDC,234,,DELTA-SOUTH,DELTA,SENATE,
22,MANAGER JAMES EBIOWOU,MALE,PDP,"257,812",ELECTED,DELTA-SOUTH,DELTA,SENATE,
23,AKHOTU AKOKIZIOGHENE EASY,MALE,PPN,78,,DELTA-SOUTH,DELTA,SENATE,
24,BEGHO IRONE RITA,FEMALE,SDP,"3,175",,DELTA-SOUTH,DELTA,SENATE,
1,MARTINS OBASI IFEANYI,MALE,ADC,231,,EBONYI-CENTRAL,EBONYI,SENATE,
2,JULIUS ALI UCHA,MALE,APC,"46,676",,EBONYI-CENTRAL,EBONYI,SENATE,
3,ANYIGOR SIMON,MALE,DA,123,,EBONYI-CENTRAL,EBONYI,SENATE,
4,JAMES CHUKWU,MALE,ID,41,,EBONYI-CENTRAL,EBONYI,SENATE,
5,ELECHI CHARLES KELECHI,MALE,JMPP,33,,EBONYI-CENTRAL,EBONYI,SENATE,
6,NWANCHO LINUS NWANCHIO,MALE,LP,115,,EBONYI-CENTRAL,EBONYI,SENATE,
7,LEONARD NTE ONWE,MALE,LPN,587,,EBONYI-CENTRAL,EBONYI,SENATE,
8,NWAFOR AMOBI FRANKLIN,MALE,NFD,36,,EBONYI-CENTRAL,EBONYI,SENATE,
9,OGBA JOSEPH OBINNA,MALE,PDP,"62,452",ELECTED,EBONYI-CENTRAL,EBONYI,SENATE,
10,EZEALI STEPHEN NGWUTA,MALE,PPA,265,,EBONYI-CENTRAL,EBONYI,SENATE,
11,NWONU SUNDAY FAVOUR,MALE,PPN,83,,EBONYI-CENTRAL,EBONYI,SENATE,
12,NWOBASHI CYRIL CHIBUEZE,MALE,SDP,447,,EBONYI-CENTRAL,EBONYI,SENATE,
13,IKECHUKWU NWONU EPHRAIM,MALE,UPP,136,,EBONYI-CENTRAL,EBONYI,SENATE,
14,SUNDAY NWODE PHILEMON,MALE,ZLP,24,,EBONYI-CENTRAL,EBONYI,SENATE,
1,IMMARIHIAGBE EUCHARIA UKAMAKA,F,ACPN,74,,EBONYI-NORTH,EBONYI,SENATE,
2,OGBONNA NKWUDA JOHN,M,ADC,204,,EBONYI-NORTH,EBONYI,SENATE,
3,MATHIAS J. N. ADUM,M,APC,"38,374",,EBONYI-NORTH,EBONYI,SENATE,
4,IJE OKATA KENNETH,M,DA,139,,EBONYI-NORTH,EBONYI,SENATE,
5,NWALI UCHENNA MICHAEL,M,JMPP,80,,EBONYI-NORTH,EBONYI,SENATE,
6,NWIBO JOHNSON,M,LP,99,,EBONYI-NORTH,EBONYI,SENATE,
7,EGWU SAMUEL OMINYI,M,PDP,"80,711",ELECTED,EBONYI-NORTH,EBONYI,SENATE,
8,DANIEL U. NWIBO,M,PPN,171,,EBONYI-NORTH,EBONYI,SENATE,
9,ENIGWE ANSELM,M,SDP,805,,EBONYI-NORTH,EBONYI,SENATE,
10,EJE ROMANUSE,M,UPP,182,,EBONYI-NORTH,EBONYI,SENATE,
11,MGBADA PHILIP JOMBO,M,ZLP,30,,EBONYI-NORTH,EBONYI,SENATE,
1,WISDOM ENI EZE,MALE,ADC,258,,EBONYI-SOUTH,EBONYI,SENATE,
2,IGWE EZE IKECHUKWU,MALE,ANN,"5,805",,EBONYI-SOUTH,EBONYI,SENATE,
3,ONU NWAEZE PRINCE,MALE,APC,"19,663",,EBONYI-SOUTH,EBONYI,SENATE,
4,EKECHI SUNDAY,MALE,DA,"1,056",,EBONYI-SOUTH,EBONYI,SENATE,
5,JANEFRANCES ANI CHINYERE,FEMALE,JMPP,148,,EBONYI-SOUTH,EBONYI,SENATE,
6,OKOROAFOR DENNIS,MALE,LP,179,,EBONYI-SOUTH,EBONYI,SENATE,
7,MICHEAL AMA NNACHI,MALE,PDP,"103,751",ELECTED,EBONYI-SOUTH,EBONYI,SENATE,
8,NWANKWO JOY NGOZI,FEMALE,PPN,165,,EBONYI-SOUTH,EBONYI,SENATE,
9,NGWUOKE OGBONNAYA AGWU,MALE,SDP,613,,EBONYI-SOUTH,EBONYI,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,EDO-CENTRAL-1,EDO,SENATE,
1,STELLA ISIBHKOMEN AGOHA,MALE,ADC,220,,EDO-CENTRAL-1,EDO,SENATE,
2,EHIA-OLU AKAABUE,MALE,ADP,223,,EDO-CENTRAL-1,EDO,SENATE,
3,INEGBEDION JOHN OSAGIE,MALE,APC,"49,158",,EDO-CENTRAL-1,EDO,SENATE,
4,EFOSA JOHN,MALE,DA,52,,EDO-CENTRAL-1,EDO,SENATE,
5,EROMOSELE DANIEL IKOKO,MALE,FJP,28,,EDO-CENTRAL-1,EDO,SENATE,
6,ORIBHABOR ROY OREYE ONONODENA,MALE,GPN,4,,EDO-CENTRAL-1,EDO,SENATE,
7,IMHONTUNIYE JAMAINE AMEN,MALE,NCP,95,,EDO-CENTRAL-1,EDO,SENATE,
8,IKHILAE MARTINS,MALE,NDLP,75,,EDO-CENTRAL-1,EDO,SENATE,
9,ORDIA AKHIMIENMONA CLIFFORD,MALE,PDP,"56,048",ELECTED,EDO-CENTRAL-1,EDO,SENATE,
10,EKOH EBHODAGHE FRIDAY,MALE,PPC,37,,EDO-CENTRAL-1,EDO,SENATE,
11,IDUMOZA ISIDAHOMHEN,MALE,SDP,97,,EDO-CENTRAL-1,EDO,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,EDO-NORTH-1,EDO,SENATE,
1,JUDE IDENOBEMHE JUSTUS-IKPUNUEKHAI,MALE,AAC,0,,EDO-NORTH-1,EDO,SENATE,
2,MUSA FRIDAY,MALE,ADC,176,,EDO-NORTH-1,EDO,SENATE,
3,IKHIDE LUCKY ERASMUS,MALE,ADP,334,,EDO-NORTH-1,EDO,SENATE,
4,ALIMIKHENA FRANCIS ASEKHAME,MALE,APC,"117,783",Elected,EDO-NORTH-1,EDO,SENATE,
5,OHIMAI ANTHONY,MALE,DA,366,,EDO-NORTH-1,EDO,SENATE,
6,JOY OHIS INWALOME,FEMALE,JMPP,17,,EDO-NORTH-1,EDO,SENATE,
7,AHMED HARUNA,MALE,NCP,93,,EDO-NORTH-1,EDO,SENATE,
8,MOMOH ABUBAKAR ESHIOKPEKHA,MALE,PDP,"80,752",,EDO-NORTH-1,EDO,SENATE,
9,OKIAUGIE A. AMANESI,MALE,PPC,63,,EDO-NORTH-1,EDO,SENATE,
10,ORERUAH CORNELIUS DARE,MALE,SDP,85,,EDO-NORTH-1,EDO,SENATE,
S/N,NAME OF CANDIDATE,GENDER,PARTY,VOTES RECEIVED,REMARK,EDO-SOUTH-1,EDO,SENATE,
1,LAWRENCE OSAGIE FRIDAY ONAGHINOR,MALE,AAC,"1,724",,EDO-SOUTH-1,EDO,SENATE,
2,UKPEMEKU CHARLES E.,MALE,ACD,400,,EDO-SOUTH-1,EDO,SENATE,
3,JENNIFER ERIAMIYE OBASUYI,FEMALE,ADC,"1,917",,EDO-SOUTH-1,EDO,SENATE,
4,ESE STEPHEN OWIE,MALE,ADP,"3,087",,EDO-SOUTH-1,EDO,SENATE,
5,OBAHIAGBON PATRICK,MALE,APC,"121,957",,EDO-SOUTH-1,EDO,SENATE,
6,AIGUOKHIAN A. NEHIKHARE RAPHAEL,MALE,CAP,211,,EDO-SOUTH-1,EDO,SENATE,
7,OSAZE GABRIEL,MALE,DA,122,,EDO-SOUTH-1,EDO,SENATE,
8,ILEVBA ANTHONIA IMMANUELA,FEMALE,JMPP,68,,EDO-SOUTH-1,EDO,SENATE,
9,OSADOLON THOMPSON ENOGHAYIN,MALE,KP,55,,EDO-SOUTH-1,EDO,SENATE,
10,OBOBAIFO PETER AIKORIEGIE,MALE,NCP,439,,EDO-SOUTH-1,EDO,SENATE,
11,URHGHIDE MATTHEW AISAGBONRIODION,MALE,PDP,"135,588",ELECTED,EDO-SOUTH-1,EDO,SENATE,
12,EGUAVOEN DESTINY,MALE,PPC,111,,EDO-SOUTH-1,EDO,SENATE,
1,BABATOLA AFOLAYAN AKUTUPU,MALE,ADC,561,,EKITI-CENTRAL,EKITI,SENATE,
2,BAMIDELE MICHEAL OPEYEMI,MALE,APC,"94,279",ELECTED,EKITI-CENTRAL,EKITI,SENATE,
3,OLUWAFEMI ABIODUN,MALE,DA,110,,EKITI-CENTRAL,EKITI,SENATE,
4,IREWOLE TOSIN,FEMALE,DPP,273,,EKITI-CENTRAL,EKITI,SENATE,
5,ADENIYI ADEKUNLE O.,MALE,LP,81,,EKITI-CENTRAL,EKITI,SENATE,
6,ASAOLU OLUWAFEMI AHMED,MALE,MPN,101,,EKITI-CENTRAL,EKITI,SENATE,
7,ADEWALE OBAFEMI,MALE,PDP,"48,707",,EKITI-CENTRAL,EKITI,SENATE,
8,FALADE ADEWALE PHILIP,MALE,PPN,93,,EKITI-CENTRAL,EKITI,SENATE,
9,FOLUSO FESTUS DAHOSI,MALE,PT,23,,EKITI-CENTRAL,EKITI,SENATE,
10,AKINOLA ADAMS EZEKIEL,MALE,YDP,25,,EKITI-CENTRAL,EKITI,SENATE,
1,BABALOLA FEMI,MALE,ADC,539,,EKITI-NORTH,EKITI,SENATE,
2,ADETUNMBI OLUBUNMI AYODEJI,MALE,APC,"60,689",ELECTED,EKITI-NORTH,EKITI,SENATE,
3,SUNDAY AFOLABI RAPAEL,MALE,DA,57,,EKITI-NORTH,EKITI,SENATE,
4,ADEMOLA BIMBO ADEYANJU,MALE,DPP,364,,EKITI-NORTH,EKITI,SENATE,
5,LAWRENCE ARISE OLUKAYODE,MALE,MPN,74,,EKITI-NORTH,EKITI,SENATE,
6,FASEYI DURO SAMUEL,MALE,PDP,"49,209",,EKITI-NORTH,EKITI,SENATE,
7,OLUWOLE BRANHAM TOYIN,MALE,PPN,41,,EKITI-NORTH,EKITI,SENATE,
8,ONI OLUWATOSIN OLUBOLAJI,MALE,YDP,39,,EKITI-NORTH,EKITI,SENATE,
1,FALADE AKINTAYO JOSEPH O.,MALE,ADC,318,,EKITI-SOUTH,EKITI,SENATE,
2,ADEYEYE CLEMENT ADEBAYO,MALE,APC,"77,621",ELECTED,EKITI-SOUTH,EKITI,SENATE,
3,AYODELE OLAIDE OLUGBENGA,MALE,ASD,66,,EKITI-SOUTH,EKITI,SENATE,
4,AGBOOLA TUNDE,MALE,DA,26,,EKITI-SOUTH,EKITI,SENATE,
5,AYODELE TOLULOPE GIDEON,MALE,LP,24,,EKITI-SOUTH,EKITI,SENATE,
6,AKINGBADE KOLAWOLE SAMSON,MALE,NAC,84,,EKITI-SOUTH,EKITI,SENATE,
7,KEHINDE TOPE ABAYOMI,MALE,NPC,144,,EKITI-SOUTH,EKITI,SENATE,
8,OLUJIMI BIODUN CHRISTINE,FEMALE,PDP,"53,741",,EKITI-SOUTH,EKITI,SENATE,
9,BOLA MARY ADEYINA,FEMALE,PPN,40,,EKITI-SOUTH,EKITI,SENATE,
1,OFOELUE THANKGOD ONUKWUBE,MALE,ADC,121,,ENUGU-EAST,ENUGU,SENATE,
2,OKO ANTHONY IFEATU,MALE,APA,161,,ENUGU-EAST,ENUGU,SENATE,
3,LAWRENCE OZOEMENE EZEH,MALE,APC,"14,225",,ENUGU-EAST,ENUGU,SENATE,
4,NWEGBO UCHENNA,MALE,APGA,"1,586",,ENUGU-EAST,ENUGU,SENATE,
5,GEOFFREY MEPHORS E.,MALE,C4C,59,,ENUGU-EAST,ENUGU,SENATE,
6,NNAMAN CHUKWUNONSO,MALE,DA,98,,ENUGU-EAST,ENUGU,SENATE,
7,IBIYEMI AKANJI ARIYO,MALE,GDPN,42,,ENUGU-EAST,ENUGU,SENATE,
8,KENECHUKWU KEVIN ANIKE,MALE,GPN,19,,ENUGU-EAST,ENUGU,SENATE,
9,NNAMCHI ANN NGOZI,FEMALE,ID,8,,ENUGU-EAST,ENUGU,SENATE,
10,OGBU ONYEKACHI HYGINUS,MALE,JMPP,6,,ENUGU-EAST,ENUGU,SENATE,
11,NNAJI ONYEKWERE JEHU,MALE,KP,53,,ENUGU-EAST,ENUGU,SENATE,
12,IFEYINWA OLIVE ONUORAH- NNOLI,FEMALE,MPN,31,,ENUGU-EAST,ENUGU,SENATE,
13,MGBE EMMANUEL EKENE,MALE,MRDD,190,,ENUGU-EAST,ENUGU,SENATE,
14,UBA CHINEDU DARLINGTON,MALE,NAC,66,,ENUGU-EAST,ENUGU,SENATE,
15,OKAFOR CECILIA UZOAMAKA,FEMALE,NIP,123,,ENUGU-EAST,ENUGU,SENATE,
16,NNAMANI CHIMAROKE OGBONNIA,MALE,PDP,"128,843",ELECTED,ENUGU-EAST,ENUGU,SENATE,
17,ONU JOSEPH STANLEY,MALE,PPC,113,,ENUGU-EAST,ENUGU,SENATE,
18,NNAMANI ADAOBI E.,FEMALE,PPN,25,,ENUGU-EAST,ENUGU,SENATE,
19,UKWU FELIX,MALE,SDP,41,,ENUGU-EAST,ENUGU,SENATE,
20,ONUORAH FRANCIS ECHEZONACHUKWU,MALE,UPP,205,,ENUGU-EAST,ENUGU,SENATE,
1,DENNIS OBETTA OBIORA,MALE,ADC,338,,ENUGU-NORTH,ENUGU,SENATE,
2,ODO EUGENE OGBONNA,MALE,APC,"22,229",,ENUGU-NORTH,ENUGU,SENATE,
3,EZE SIMON CHUKWUMA,MALE,C4C,72,,ENUGU-NORTH,ENUGU,SENATE,
4,NWODO FRANK EMAKA,MALE,DA,43,,ENUGU-NORTH,ENUGU,SENATE,
5,NNADI VICTORIA NWANNEKA,FEMALE,DPP,284,,ENUGU-NORTH,ENUGU,SENATE,
6,EMMANUEL OMENIHU,MALE,GDPN,101,,ENUGU-NORTH,ENUGU,SENATE,
7,UGWUOKE MATHEW CHUKWUEMEKA,MALE,GPN,38,,ENUGU-NORTH,ENUGU,SENATE,
8,ONYEBUCHI FRANKLIN,MALE,JMPP,63,,ENUGU-NORTH,ENUGU,SENATE,
9,DIUGWU MARIA UKAMAKA LEBEKE,FEMALE,LP,67,,ENUGU-NORTH,ENUGU,SENATE,
10,NWOKOLO CHIKA CHIOMA,FEMALE,MPN,192,,ENUGU-NORTH,ENUGU,SENATE,
11,UTAZI GODFREY CHUKWUKA,MALE,PDP,"146,458",ELECTED,ENUGU-NORTH,ENUGU,SENATE,
12,EZE MARK EZE,MALE,SDP,205,,ENUGU-NORTH,ENUGU,SENATE,
13,UBULU HOPE,MALE,UPP,69,,ENUGU-NORTH,ENUGU,SENATE,
1,NWARU CHRISTOPHER,MALE,ACPN,55,,ENUGU-WEST,ENUGU,SENATE,
2,OJI WAL TER,MALE,ADC,838,,ENUGU-WEST,ENUGU,SENATE,
3,CHIKAODILI JULIET IBEKAKU-NWAGWU,FEMALE,APC,"15,187",,ENUGU-WEST,ENUGU,SENATE,
4,GBAZUEAGU NWEKE GBAZUEAGU,MALE,APGA,"6,881",,ENUGU-WEST,ENUGU,SENATE,
5,IJEGALU ANTHONY,MALE,DA,81,,ENUGU-WEST,ENUGU,SENATE,
6,ORJI THANKGOD,MALE,DPP,114,,ENUGU-WEST,ENUGU,SENATE,
7,ANAYO BONAVENTURE ONONUGBO,MALE,GPN,28,,ENUGU-WEST,ENUGU,SENATE,
8,OKOLO CHIKODILI LYDIA,FEMALE,ID,21,,ENUGU-WEST,ENUGU,SENATE,
9,OZOANI CHINEDU ANIEBUKA,MALE,JMPP,16,,ENUGU-WEST,ENUGU,SENATE,
10,OKAFOR IJEOMA DOREEN,FEMALE,KP,64,,ENUGU-WEST,ENUGU,SENATE,
11,OKONKWO CORDELIA CHIGOZIE,FEMALE,MPN,23,,ENUGU-WEST,ENUGU,SENATE,
12,ANINWEZE CHARLES A.,MALE,NAC,44,,ENUGU-WEST,ENUGU,SENATE,
13,OKAFOR HYPOLITE INOCHULUBA,MALE,NNPP,127,,ENUGU-WEST,ENUGU,SENATE,
14,EKWEREMADU IKE,MALE,PDP,"86,088",ELECTED,ENUGU-WEST,ENUGU,SENATE,
15,OKONKWO MAUREEN C.,FEMALE,PPN,57,,ENUGU-WEST,ENUGU,SENATE,
16,CHIMAOBI ANOWO FIDELIS,MALE,RP,8,,ENUGU-WEST,ENUGU,SENATE,
17,AGU PHILOMENA,FEMALE,SDP,95,,ENUGU-WEST,ENUGU,SENATE,
18,ONYEKAONU KEN,MALE,UPP,202,,ENUGU-WEST,ENUGU,SENATE,
1,GOODLUCK OBI CHINWE,FEMALE,A,19,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
2,NUSA OGIDAN,MALE,AAP,79,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
3,OFOEGBU CHINEMEZE PRINCE,MALE,ACD,30,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
4,HON. EMMANUEL AGBO,MALE,AD,90,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
5,JONAH K. TANYZHIT,MALE,ADC,56,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
6,ISIAKA ABDULLAHI,MALE,ANP,51,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
7,ANGULU ZAKARI YAMMA,MALE,APC,"65,123",,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
8,BITRUS SUNDAY WANA,MALE,APM,62,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
9,BUNDEPUUN OSBERT AUDU,MALE,APP,22,,ABAJI_GWAGWALADA,ABAJI_GWAGWALADA,SENATE,
