S/N,NAME,GENDER,PARTY,VOTES,ELECTED,SENATORIAL DISTRICT,STATE
6,HAMIDU UMAR,MALE,DA,"1,015",,KEBBI-NORTH,KEBBI
7,NUHU MOHAMMED,MALE,GPN,136,,KEBBI-NORTH,KEBBI
8,DALHATU KABIRU,MALE,HDP,176,,KEBBI-NORTH,KEBBI
9,IBRAHIM KABIRU,MALE,JMPP,106,,KEBBI-NORTH,KEBBI
10,SURU SHAMSU HUSAINI,MALE,MPN,106,,KEBBI-NORTH,KEBBI
11,SANUSI BALA USMAN,MALE,NCMP,85,,KEBBI-NORTH,KEBBI
12,ADAMU UMAR MAI GWAZA,MALE,NRM,111,,KEBBI-NORTH,KEBBI
13,USMAN BELLO SURU,MALE,PDP,"66,815",,KEBBI-NORTH,KEBBI
14,YAKUBU MAGAJIN HALILU,MALE,PT,301,,KEBBI-NORTH,KEBBI
15,GARBA ALIYU SANI,MALE,SDP,154,,KEBBI-NORTH,KEBBI
1,ABUBAKAR IBRAHIM,M,A,59,,KEBBI-CENTRAL,KEBBI
2,ABDULLAHI MOHAMMED,M,AAP,94,,KEBBI-CENTRAL,KEBBI
3,SHEHU FARUKU SHEHU,M,ADC,79,,KEBBI-CENTRAL,KEBBI
4,USMAN IBRAHIM,M,ANDP,63,,KEBBI-CENTRAL,KEBBI
5,ABUBAKAR HAJARA B/KEBBI,F,APA,410,,KEBBI-CENTRAL,KEBBI
6,ADAMU MAINASARA ALIERO MUHAMMAD,M,APC,"232,000",ELECTED,KEBBI-CENTRAL,KEBBI
7,BUHARI ABDULLAHI,M,APP,293,,KEBBI-CENTRAL,KEBBI
8,MUHAMMAD SIDI ALI,M,DA,58,,KEBBI-CENTRAL,KEBBI
9,ADBDULLAHI ABUBAKAR,M,DPP,134,,KEBBI-CENTRAL,KEBBI
10,SHEHU MOHAMMED MUSA,M,GPN,23,,KEBBI-CENTRAL,KEBBI
11,DANKO SANI ZUBAIRU,M,HDP,62,,KEBBI-CENTRAL,KEBBI
12,JEGA USMAN ADAMU,M,JMPP,10,,KEBBI-CENTRAL,KEBBI
13,AHMED YUSHA'U,M,KP,14,,KEBBI-CENTRAL,KEBBI
14,ABUBAKAR SUWAIBA,F,NAC,32,,KEBBI-CENTRAL,KEBBI
15,ABUBAKAR SHEHU,M,NCMP,38,,KEBBI-CENTRAL,KEBBI
16,KASIMU UMAR,M,NPC,144,,KEBBI-CENTRAL,KEBBI
17,MOHAMMAD HASSAN,M,NRM,368,,KEBBI-CENTRAL,KEBBI
18,SHEHU ABUBAKAR,M,PDP,"75,638",,KEBBI-CENTRAL,KEBBI
19,MUHAMMED ABDULAZIZ,M,PPA,325,,KEBBI-CENTRAL,KEBBI
20,MUHAMMED ZAYYANU,M,PPN,49,,KEBBI-CENTRAL,KEBBI
21,BAGUDU HELAMA,M,PT,50,,KEBBI-CENTRAL,KEBBI
22,UMAR BASHAR,M,RP,273,,KEBBI-CENTRAL,KEBBI
23,SANI SAMAILA,M,SDP,"5,919",,KEBBI-CENTRAL,KEBBI
24,LAWAL DAUDA,M,SNP,139,,KEBBI-CENTRAL,KEBBI
1,JUNAIDU MODI,M,ADC,609,,KEBBI-SOUTH,KEBBI
2,NA ALLAH BALA IBN,M,APC,"136,287",ELECTED,KEBBI-SOUTH,KEBBI
3,HAMIS YUSUF AHMED,M,DA,706,,KEBBI-SOUTH,KEBBI
4,MUSA AMINA,F,GPN,177,,KEBBI-SOUTH,KEBBI
5,MUSA ABANKA JOSEPH IBRAHIM,M,JMPP,117,,KEBBI-SOUTH,KEBBI
6,LAWAL MOHAMMED,M,NCMP,94,,KEBBI-SOUTH,KEBBI
7,AUDU SANUSI,M,NRM,150,,KEBBI-SOUTH,KEBBI
8,DIKKI BENJAMIN EZRA,M,PDP,"62,733",,KEBBI-SOUTH,KEBBI
9,HUSSAIN ZANGE ZURU,M,SDP,"1,584",,KEBBI-SOUTH,KEBBI
1,ABDULMALIK ZULEIHAT,F,A,18,,KOGI-CENTRAL,KOGI
2,JIMOH DAUDA RAJI,M,ACPN,86,,KOGI-CENTRAL,KOGI
3,SALIU YUSUF,M,AD,22,,KOGI-CENTRAL,KOGI
4,ABDULKADIR YAHAYA OHIANI,M,ADC,528,,KOGI-CENTRAL,KOGI
5,ADABARA ALIU KAREEM,M,ADP,214,,KOGI-CENTRAL,KOGI
6,YAKUBU OSENI,M,APC,"76,183",ELECTED,KOGI-CENTRAL,KOGI
7,EZEKIEL IRAH TAIYE,M,APM,82,,KOGI-CENTRAL,KOGI
8,AMOS AKINDELE,M,CAP,4,,KOGI-CENTRAL,KOGI
9,SALAMI ADEIZA CHRISTOHER,M,DA,20,,KOGI-CENTRAL,KOGI
10,ABDULRAHIM NASIRU,M,DPP,25,,KOGI-CENTRAL,KOGI
11,MOHAMMED O. IBRAHIM,M,LP,43,,KOGI-CENTRAL,KOGI
12,HAKEEM MOHAMMED,M,MPN,107,,KOGI-CENTRAL,KOGI
13,OGEMBE SALAU AHMED,M,PDP,"18,349",,KOGI-CENTRAL,KOGI
14,ONIMISI STEPHEN ALIYU,M,PPA,56,,KOGI-CENTRAL,KOGI
15,ISAH YUNUSA,M,PPN,31,,KOGI-CENTRAL,KOGI
16,NASIRU YAHAYA,M,PT,261,,KOGI-CENTRAL,KOGI
17,AKPOTI NATASHA HADIZA,F,SDP,"48,056",,KOGI-CENTRAL,KOGI
18,GABRIEL DANIEL OTOHINOYI,M,UPC,8,,KOGI-CENTRAL,KOGI
19,AVOSUAHI AMINU FATIMA,F,UPP,KO,,KOGI-CENTRAL,KOGI
1,EGWUABA REUBEN,M,A,997,,KOGI-EAST,KOGI
2,SALIHU UMAR OKAI,M,AA,138,,KOGI-EAST,KOGI
3,AGENE MATTHEW E,M,ACPN,143,,KOGI-EAST,KOGI
4,ADOJI VICTOR ALEWO,M,ADC,"31,171",,KOGI-EAST,KOGI
5,AUDU YUNISA IMADI,M,ANDP,413,,KOGI-EAST,KOGI
6,AKOJE KELVIN ENEOJO,M,ANN,341,,KOGI-EAST,KOGI
7,ISAH JIBRIN,M,APC,"134,189",ELECTED,KOGI-EAST,KOGI
8,EDIME GODWIN AMADE,M,APDA,"1,525",,KOGI-EAST,KOGI
9,OJOGBANE BENJAMIN IDOKO,M,APGA,782,,KOGI-EAST,KOGI
10,ACHENEJE GABRIEL,M,APM,115,,KOGI-EAST,KOGI
11,ODUFU COSMAS FRIDAY,M,CNP,50,,KOGI-EAST,KOGI
12,ATADOGA UGBEDE DAVID,M,DA,67,,KOGI-EAST,KOGI
13,DANLADI SULEIMAN ABU,M,DPP,83,,KOGI-EAST,KOGI
14,JOHN IDOKO AKPA,M,GDPN,26,,KOGI-EAST,KOGI
15,MOHAMMED LAWAL ABUBUKAR,M,GPN,15,,KOGI-EAST,KOGI
16,KATO FRANK,M,ID,114,,KOGI-EAST,KOGI
17,OBOY ALFA AMOS,M,JMPP,56,,KOGI-EAST,KOGI
18,YUNUSA  ABDULWAHAB,M,LP,245,,KOGI-EAST,KOGI
19,FRIDAY ADEMU ENEMONA,M,MPN,487,,KOGI-EAST,KOGI
20,"UMAR ABDULAZEEZ USMAN, ODEGIRI",M,NCP,157,,KOGI-EAST,KOGI
21,ABOH ADUOJO SAMUEL,M,NEPP,263,,KOGI-EAST,KOGI
22,ALI ATAI AIDOKO USMAN,M,PDP,"74,201",,KOGI-EAST,KOGI
23,EGWU AMANAH MATHIAS PAUL,M,PPA,338,,KOGI-EAST,KOGI
24,AKOGU GABRIEL BALA,M,PPC,304,,KOGI-EAST,KOGI
1,IBITOYE ROSLINE ABOSEDE,F,A,84,,KOGI-WEST,KOGI
2,IGBINYEMIN JEREMIAH TEMITOPE,M,ACPN,48,,KOGI-WEST,KOGI
3,ABAYOMI MOSES,M,AD,156,,KOGI-WEST,KOGI
4,JOHN ADEYEMI OLABODE,M,ADC,"6,861",,KOGI-WEST,KOGI
5,ADEYEMI SMART,M,APC,"66,901",,KOGI-WEST,KOGI
6,CHIEF SUNDAY AWONIYI ONUGBAMI,M,APM,116,,KOGI-WEST,KOGI
7,AINA OLASUNKANMI OLAYINKA,M,CAP,42,,KOGI-WEST,KOGI
8,ABDULKADIR USMAN,M,DA,50,,KOGI-WEST,KOGI
9,PETERS OBAJE OLUSEGUN,M,DPC,4,,KOGI-WEST,KOGI
10,ONILE EYITAYO BAMIDELE,M,ID,28,,KOGI-WEST,KOGI
11,EMMANUEL OLAYEMI OLAKUNLE,M,JMPP,66,,KOGI-WEST,KOGI
12,OKPANACHI BALA NICHOLAS,M,KP,7,,KOGI-WEST,KOGI
13,IBRAHIM HANNATU AKUJIMISI,F,LP,57,,KOGI-WEST,KOGI
14,METHUSELAH ALONGE GALLIO,M,MPN,10,,KOGI-WEST,KOGI
15,SULEIMAN TENIMU,M,NCP,45,,KOGI-WEST,KOGI
16,ADEYEMI TAIWO,M,NEPP,254,,KOGI-WEST,KOGI
17,MELAYE DANIEL DINO,M,PDP,"85,395",ELECTED,KOGI-WEST,KOGI
18,NOAH JOHN ABIODUN,M,PPA,166,,KOGI-WEST,KOGI
19,JOHN IDACHABA,M,PPC,97,,KOGI-WEST,KOGI
20,ATTEH SAMUEL,M,PPN,93,,KOGI-WEST,KOGI
21,ANIA OLASUNKANMI,M,PT,12,,KOGI-WEST,KOGI
22,AMBASSADOR RUFUS B. AIYENIGBA,M,SDP,560,,KOGI-WEST,KOGI
23,MUHAMMED ABDULKAREEM,M,UPC,32,,KOGI-WEST,KOGI
24,OLORUNTOBA CHERRY YINKA,F,UPP,11,,KOGI-WEST,KOGI
1,SULYMAN ADEKUNLE YUSUF,M,AA,60,,KWARA-SOUTH,KWARA
2,KUTI KAYODE JESSE JULIUS,M,ACPN,44,,KWARA-SOUTH,KWARA
3,MUHAMMED ONAOLAPO TOYIN,M,ADC,223,,KWARA-SOUTH,KWARA
4,ONIYALA OLUYOLA JOHN,M,ADP,422,,KWARA-SOUTH,KWARA
5,BAMIDELE OGUNWALE ISAAC,M,ANP,268,,KWARA-SOUTH,KWARA
6,ASHIRU OYELOLA YISA,M,APC,"89,704",ELECTED,KWARA-SOUTH,KWARA
7,ADEKUNLE AYODEJI KODABO,M,APN,118,,KWARA-SOUTH,KWARA
8,OYEWOLE DAUDA,M,DA,4,,KWARA-SOUTH,KWARA
9,ADELEKE JUMOKE TAOFIKAT,F,GPN,5,,KWARA-SOUTH,KWARA
10,SUNDAY ADEDAYO J. O.,M,KP,6,,KWARA-SOUTH,KWARA
11,OLAGUNJU ABIDOYE,M,LP,34,,KWARA-SOUTH,KWARA
12,MOHAMMED ISIAKA SALAWU,M,MPN,20,,KWARA-SOUTH,KWARA
13,AYINLA AKINKUNMI AKINKUNMI,M,PDC,140,,KWARA-SOUTH,KWARA
14,IBRAHIM RAFIU,M,PDP,"45,176",,KWARA-SOUTH,KWARA
15,ADEPOJU JOHN DEBO,M,PPA,123,,KWARA-SOUTH,KWARA
16,AJAYI OLAYEMI BIDEMI,M,PPN,467,,KWARA-SOUTH,KWARA
17,OLATEJU TAJUDEEN,M,PT,32,,KWARA-SOUTH,KWARA
18,THOMAS ABOLARIN FALADE,M,SDP,20,,KWARA-SOUTH,KWARA
19,EMMAN TOLU OGUNDELE,M,UPN,10,,KWARA-SOUTH,KWARA
20,AFOLAYAN COMFORT FUNKE,F,UPP,11,,KWARA-SOUTH,KWARA
1,ABDULRAHMAN ABUBAKAR GARBA,M,A,53,,KWARA-CENTRAL,KWARA
2,ISMAILA AKEEM,M,AA,216,,KWARA-CENTRAL,KWARA
3,AMBALI ABDULAKABIR,M,ACPN,162,,KWARA-CENTRAL,KWARA
4,ABUBAKAR ABDULRAHEEM,M,ADC,236,,KWARA-CENTRAL,KWARA
5,ABDULWAHEED MARIAM,F,ADP,312,,KWARA-CENTRAL,KWARA
6,KAMAL IBRAHIM,M,ANP,114,,KWARA-CENTRAL,KWARA
7,BUSARI SHAAMSUDDEEN ABOLORE AKANDE,M,ANRP,331,,KWARA-CENTRAL,KWARA
8,OLORIEGBE YAHAYA IBRAHIM,M,APC,"123,808",ELECTED,KWARA-CENTRAL,KWARA
9,WURAOLA HASIYA GAMBARI,F,APN,99,,KWARA-CENTRAL,KWARA
10,ABUBAKAR SHOLA ABDULRAHEEM,M,DA,14,,KWARA-CENTRAL,KWARA
11,OKANLAWON ADEKUNLE TAIWO,F,GPN,21,,KWARA-CENTRAL,KWARA
12,MUSA SULEIMAN,M,KP,39,,KWARA-CENTRAL,KWARA
13,ABDULSALAM KUBURAT,F,LP,72,,KWARA-CENTRAL,KWARA
14,ABUBAKAR KHADIJAT BIMBO,F,MPN,56,,KWARA-CENTRAL,KWARA
15,ALADE IYIOLA OLAWOLE M,M,PDC,226,,KWARA-CENTRAL,KWARA
16,SARAKI ABUBAKAR OLUBUKOLA,M,PDP,"68,994",,KWARA-CENTRAL,KWARA
17,IBRAHIM WASIU AYINDE,M,PPA,192,,KWARA-CENTRAL,KWARA
18,ANJORIN JOHN TEMITAYO,M,PPN,58,,KWARA-CENTRAL,KWARA
19,MOHAMMED SAIDU,M,PT,940,,KWARA-CENTRAL,KWARA
20,BABATUNDE SULYMAN,M,SDP,71,,KWARA-CENTRAL,KWARA
21,BABATA MOSHOOD ABIOLA ABDULKAREEM,M,UPN,37,,KWARA-CENTRAL,KWARA
22,MUKAILA ALARO SULYMAN,M,UPP,4,,KWARA-CENTRAL,KWARA
1,OMOTOSHO GANIY JAIYEOLA,M,A,35,,KWARA-NORTH,KWARA
2,SOLIU MOHAMMED LANRE,M,AA,41,,KWARA-NORTH,KWARA
3,USMAN BUGE ISHIAK,M,ACPN,63,,KWARA-NORTH,KWARA
4,JOSEPH ADEWOLE,M,ADC,214,,KWARA-NORTH,KWARA
5,ABUBAKAR MOHAMMED,M,ANP,269,,KWARA-NORTH,KWARA
6,UMAR SULEIMAN SADIQ,M,APC,"98,170",ELECTED,KWARA-NORTH,KWARA
7,MUSA YAHAYA IBRAHIM,M,APN,314,,KWARA-NORTH,KWARA
8,IBRAHIM MUHAMMED,M,DA,62,,KWARA-NORTH,KWARA
9,LATEEF OLABISI BELLO,M,GPN,54,,KWARA-NORTH,KWARA
10,MOHAMMED FARUK UMAR,M,LP,133,,KWARA-NORTH,KWARA
11,ZAKARI MOHAMMED,M,PDP,"33,364",,KWARA-NORTH,KWARA
12,ADEDIMEJI SAMUEL LALA,M,PPN,102,,KWARA-NORTH,KWARA
13,MOHAMMED U. A,M,PT,44,,KWARA-NORTH,KWARA
14,SAMUEL SABA JOHN,M,SDP,27,,KWARA-NORTH,KWARA
15,MUHAMMED HARUNA GARBA,M,UPN,20,,KWARA-NORTH,KWARA
1,AKINYEMI OLUWAFUNMILAYO JOSEPHINE,F,A,338,,LAGOS-CENTRAL,LAGOS
2,JAWANDO NURADEEN OMOTAYO,M,AA,392,,LAGOS-CENTRAL,LAGOS
3,EMERENINI KENETH CHUKWUEBUKA,M,ACD,376,,LAGOS-CENTRAL,LAGOS
4,SUNMONU LATEEF ADIGUN,M,ADC,"1,949",,LAGOS-CENTRAL,LAGOS
5,OLUWABUSOLA AKINDELE ADENIKE,M,ANP,"1,120",,LAGOS-CENTRAL,LAGOS
6,TINUBU OLUREMI SHADE,F,APC,"131,725",ELECTED,LAGOS-CENTRAL,LAGOS
7,ADU OMOLOLA KOLADE,F,CAP,219,,LAGOS-CENTRAL,LAGOS
8,OGOWEWO OLUGBEMISOLA OLUFUNKE,F,DA,134,,LAGOS-CENTRAL,LAGOS
9,MARTINS TINA REMI,F,FJP,132,,LAGOS-CENTRAL,LAGOS
10,OYINBO PATRICIA NNEDIMMA,F,ID,84,,LAGOS-CENTRAL,LAGOS
11,OLADOTUN ALABA OLARIBIGBE,M,LM,101,,LAGOS-CENTRAL,LAGOS
12,PARIOLA RUFINA OLAMIDE,F,MPN,"1,137",,LAGOS-CENTRAL,LAGOS
13,ONITIRI ADESUNBO DAVID,M,PDP,"89,107",,LAGOS-CENTRAL,LAGOS
14,BAJULAIYE OMOGBEHIN OMOWUNMI AGBEKE,F,PT,183,,LAGOS-CENTRAL,LAGOS
1,OWOLABI OLUSEGUN SHAMSIDEEN,M,A,"4,587",,LAGOS-EAST,LAGOS
2,FRANCIS SHONUBI,M,AAC,90,,LAGOS-EAST,LAGOS
3,EMERENINI OBINNA,M,ACD,348,,LAGOS-EAST,LAGOS
4,MUSTAPHA BOLARINWA,M,AD,693,,LAGOS-EAST,LAGOS
5,FAKOYA OLAJUMOKE MODUPE,F,ADC,"1,346",,LAGOS-EAST,LAGOS
6,AKINWALE AYO,M,ADP,"1,145",,LAGOS-EAST,LAGOS
7,OSINOWO SIKIRU ADEBAYO,M,APC,"145,839",ELECTED,LAGOS-EAST,LAGOS
8,IDOWU ABOSEDE,F,CAP,201,,LAGOS-EAST,LAGOS
9,AJAYI FLORENCE OLUFUNKE,F,DA,92,,LAGOS-EAST,LAGOS
10,JAIYEOLA ADEBOLA ADENRELE,F,DPP,637,,LAGOS-EAST,LAGOS
11,ODEYEMI KAFARU OLUWASANMI,M,ID,42,,LAGOS-EAST,LAGOS
12,LIJADU AYODELE CYRIL,M,KP,216,,LAGOS-EAST,LAGOS
13,AGIM GODWIN,M,MPN,267,,LAGOS-EAST,LAGOS
14,OYEFUSI ABIODUN ADETOLA,F,PDP,"90,354",,LAGOS-EAST,LAGOS
15,OLUSEGUN OGUNYEYE,M,PPC,239,,LAGOS-EAST,LAGOS
16,ADERONKE IYABODE ADENIJI,M,PPN,123,,LAGOS-EAST,LAGOS
17,AWOLOWO OLUFUNKE,F,PT,70,,LAGOS-EAST,LAGOS
1,ADEGBORIOYE SOLAKUNMI ELIZABETH,F,A,"15,508",,LAGOS-WEST,LAGOS
2,SULAYMAN ABUBAKAR UMAR,M,AA,459,,LAGOS-WEST,LAGOS
3,FADEYI OLADEINDE ABAYOMI,M,AAC,"3,435",,LAGOS-WEST,LAGOS
4,AMOS AJAO ADEMOLA,M,AD,"2,274",,LAGOS-WEST,LAGOS
5,KAYODE JACOBS,M,ADC,"6,290",,LAGOS-WEST,LAGOS
6,AGOSU-PANTINVOH FELICIA MENTON,F,ADP,"1,754",,LAGOS-WEST,LAGOS
7,WANGARA AUWARLU IDRIS,M,ANP,"1,391",,LAGOS-WEST,LAGOS
8,ADEOLA SOLOMON OLAMILEKAN,M,APC,"323,817",ELECTED,LAGOS-WEST,LAGOS
9,ESTHER GODWIN,F,APM,518,,LAGOS-WEST,LAGOS
10,BOJURI ORIYOMI RUTH,F,CAP,142,,LAGOS-WEST,LAGOS
11,NNONA JOHA NWATU,M,DA,178,,LAGOS-WEST,LAGOS
12,JOHNSON OLAKUNLE MOSES,M,DPP,637,,LAGOS-WEST,LAGOS
13,KAYODE OLABODE,M,GPN,641,,LAGOS-WEST,LAGOS
14,MICHAEL ADEWALE OJO,M,MPN,237,,LAGOS-WEST,LAGOS
15,AYODELE AKELE,M,NCP,645,,LAGOS-WEST,LAGOS
16,CHARLES DICKSON MBRIDE,M,NFD,801,,LAGOS-WEST,LAGOS
17,RHODES VIVOUR GBADEBO,M,PDP,"243,516",,LAGOS-WEST,LAGOS
18,OLATUNBOSUN OSWALD ODUSAMI,M,PPC,"1,160",,LAGOS-WEST,LAGOS
19,SAMUEL AKUNYEMI GABRIEL,M,PPN,329,,LAGOS-WEST,LAGOS
20,ABDULSALAM IGAGWU,M,PRP,"1,951",,LAGOS-WEST,LAGOS
21,AWE-OBE OLUSEGUN,M,PT,194,,LAGOS-WEST,LAGOS
22,NKEM CHIBOGU KENNETH,F,UPP,284,,LAGOS-WEST,LAGOS
23,FADAHUNSIOJO OMOBOLA ALICE,F,YPP,"1,726",,LAGOS-WEST,LAGOS
1,AKWASHIKI PATRICIA NAOMI,F,ADC,"6,287",,NASSARAWA-NORTH,NASSARAWA
2,AKWASHIKI GODIYA,M,APC,"54,104",ELECTED,NASSARAWA-NORTH,NASSARAWA
3,ALU SAMUEL,M,APGA,"15,788",,NASSARAWA-NORTH,NASSARAWA
4,GABU LAWRENCE ANDREW,M,APM,45,,NASSARAWA-NORTH,NASSARAWA
5,SARKI KABIRU,M,DA,19,,NASSARAWA-NORTH,NASSARAWA
6,LUBABATU TANI YAKUBU,F,GPN,7,,NASSARAWA-NORTH,NASSARAWA
7,JOHN SAGU M.,M,JMPP,39,,NASSARAWA-NORTH,NASSARAWA
8,INNOCENT LAGI DANIEL,M,LP,"5,843",,NASSARAWA-NORTH,NASSARAWA
9,KATIMI SAIDU ISA,F,MMN,12,,NASSARAWA-NORTH,NASSARAWA
10,MAJI INNOCENT,M,NCP,85,,NASSARAWA-NORTH,NASSARAWA
11,JOHN MICHAEL ABDUL,M,PDP,"48,133",,NASSARAWA-NORTH,NASSARAWA
12,DANIEL UMARU,M,PRP,19,,NASSARAWA-NORTH,NASSARAWA
13,ATTAH DAVID,M,PT,522,,NASSARAWA-NORTH,NASSARAWA
14,ANGA INUSA MOHAMMED OMBUGU,M,SDP,278,,NASSARAWA-NORTH,NASSARAWA
1,AGYEWALDASHO ABDULLAHI UMAR,M,ACD,39,,NASSARAWA-SOUTH,NASSARAWA
2,SULAIMAN ABUBAKAR MAINA,M,ADC,70,,NASSARAWA-SOUTH,NASSARAWA
3,ELADOGA RAKIYA ABUBAKAR,F,ADP,389,,NASSARAWA-SOUTH,NASSARAWA
4,AL-MAKURA UMARU TANKO,M,APC,"113,156",ELECTED,NASSARAWA-SOUTH,NASSARAWA
5,ADAMU MUSA SAIDU,M,APGA,"2,847",,NASSARAWA-SOUTH,NASSARAWA
6,YUSUF HASSAN MUHAMMED,M,APM,52,,NASSARAWA-SOUTH,NASSARAWA
7,ABDULKAREEM SULEMAN AKWE,M,DA,40,,NASSARAWA-SOUTH,NASSARAWA
8,NAMO SAMSON AYALO,M,FRESH,101,,NASSARAWA-SOUTH,NASSARAWA
9,YAHUZA SAGIR IBRAHIM,M,JMPP,24,,NASSARAWA-SOUTH,NASSARAWA
10,OWAKAYI ABDULRAHMAN OSE,M,LP,93,,NASSARAWA-SOUTH,NASSARAWA
11,AYIWULU BABA AYIWULU,M,NNPP,135,,NASSARAWA-SOUTH,NASSARAWA
12,ADOKWE SULEIMAN ASONYA,M,PDP,"104,595",,NASSARAWA-SOUTH,NASSARAWA
13,MOHAMMED TAJIRI SANI,M,PPA,83,,NASSARAWA-SOUTH,NASSARAWA
14,UMAR GALADIMA UMAR,M,PRP,31,,NASSARAWA-SOUTH,NASSARAWA
15,MOHAMMED NURUDEEN UMAR,M,PT,49,,NASSARAWA-SOUTH,NASSARAWA
16,MUSA ABUBAKAR SAMBO,M,RBNP,"3,744",,NASSARAWA-SOUTH,NASSARAWA
17,UMAR MOHAMMED OZEGHA,M,SDP,183,,NASSARAWA-SOUTH,NASSARAWA
18,USMAN WAKASO,M,ZLP,"2,489",,NASSARAWA-SOUTH,NASSARAWA
1,ABDULLAHI ADAMU,MALE,APC,"115,298",ELLECTED,NASSARAWA-WEST,NASSARAWA
2,NGHARGBU K'TSO,MALE,APGA,"28,857",,NASSARAWA-WEST,NASSARAWA
3,ODEH OGAH ELIJAH,MALE,APM,36,,NASSARAWA-WEST,NASSARAWA
4,AHMED IDRIS SALISU,MALE,DA,21,,NASSARAWA-WEST,NASSARAWA
5,MICHAEL ANZAKU,MALE,JMPP,11,,NASSARAWA-WEST,NASSARAWA
6,ZAKARRIYA RILWANT TANKO,MALE,LP,48,,NASSARAWA-WEST,NASSARAWA
7,IDRIS BABA,MALE,NFD,133,,NASSARAWA-WEST,NASSARAWA
8,BALA AHMED ALIYU,MALE,PDP,"85,615",,NASSARAWA-WEST,NASSARAWA
9,AHMED IBRAHIM,MALE,PPA,77,,NASSARAWA-WEST,NASSARAWA
10,ABDULLAHI ALIYU,MALE,PPN,24,,NASSARAWA-WEST,NASSARAWA
11,BAHAGO BITRUS,MALE,PT,31,,NASSARAWA-WEST,NASSARAWA
12,SAMUEL ANJUGU AVRE,MALE,SDP,"2,206",,NASSARAWA-WEST,NASSARAWA
13,ADAMU HUSSAINI AUTA,MALE,ZLP,137,,NASSARAWA-WEST,NASSARAWA
1,ALH MUSA HASSAN,M,ADC,"2,665",,NIGER-EAST,NIGER
2,MOHAMMED SANI MUSA,M,APC,"229,415",ELECTED,NIGER-EAST,NIGER
3,ALFA ABUBAKAR SADIQ,M,BNPP,456,,NIGER-EAST,NIGER
4,MUHAMMED USMAN,M,DA,488,,NIGER-EAST,NIGER
5,NUHU MATHEW,M,LPN,845,,NIGER-EAST,NIGER
6,KOLAWOLE IDRIS ZAINAB,F,NCP,350,,NIGER-EAST,NIGER
7,AUDU MOHAMMED,M,NNPP,205,,NIGER-EAST,NIGER
8,PAIKO HASSAN MUHAMMED RAJI,M,NRM,419,,NIGER-EAST,NIGER
9,ISIYAKU IBRAHIM,M,PDP,"116,143",,NIGER-EAST,NIGER
10,MUHAMAD AWWAL,M,PPN,526,,NIGER-EAST,NIGER
11,AKAWU ABABA,M,PRP,264,,NIGER-EAST,NIGER
12,MOHAMMED BINTA,F,PT,194,,NIGER-EAST,NIGER
13,SHASHERE YAKUBU,M,SDP,205,,NIGER-EAST,NIGER
1,TSALHA ATTAHIRU,M,ACD,"2,243",,NIGER-NORTH,NIGER
2,DAUDA UMAR DAN-MALIKI,M,ADC,373,,NIGER-NORTH,NIGER
3,USMAN DANGAJERE HARUNA,M,ADP,"1,710",,NIGER-NORTH,NIGER
4,MAMUDA HADIZA KUTA,F,AGA,568,,NIGER-NORTH,NIGER
5,ABDULLAHI ALIYU SABI,M,APC,"161,420",ELECTED,NIGER-NORTH,NIGER
6,ISA MOHAMMED BELLO,M,DA,356,,NIGER-NORTH,NIGER
7,BALKISU MUSA ALHERI,F,GPN,155,,NIGER-NORTH,NIGER
8,GARBA MAMMAN,M,NNPP,149,,NIGER-NORTH,NIGER
9,GALADIMA BABA ALHAJI,M,NRM,"1,357",,NIGER-NORTH,NIGER
10,DUBA MOHAMMED SANI,M,PDP,"77,109",,NIGER-NORTH,NIGER
11,BALA AHMAD ALHAJI,M,PPN,803,,NIGER-NORTH,NIGER
12,BUHARI MK HARUNA,M,PRP,"1,181",,NIGER-NORTH,NIGER
13,SHUNBU BALA,M,PT,50,,NIGER-NORTH,NIGER
14,ABDULMUMIN DANTATA IBETO,M,SDP,116,,NIGER-NORTH,NIGER
15,BAWA AMOS,M,UDP,141,,NIGER-NORTH,NIGER
1,YAHAYA AHMED ALHASSAN,MALE,ACD,"1,001",,NIGER-SOUTH,NIGER
2,ALH NDATSU USMAN,MALE,ADC,350,,NIGER-SOUTH,NIGER
3,IBRAHIM BELLO MOHAMMED,MALE,ADP,"6,144",,NIGER-SOUTH,NIGER
4,BIMA MUHAMMAD ENAGI,MALE,APC,"160,614",ELECTED,NIGER-SOUTH,NIGER
5,JA'AFARU ABDULLAHI,MALE,DA,231,,NIGER-SOUTH,NIGER
6,MOHAMMED SAFIYA BABA,FEMALE,GPN,115,,NIGER-SOUTH,NIGER
7,BABANKOGI MUHAMMAD KUDU,MALE,NNPP,73,,NIGER-SOUTH,NIGER
8,SULEIMAN UMAR,MALE,NRM,373,,NIGER-SOUTH,NIGER
9,SHEHU BABA AGAIE,MALE,PDP,"90,978",,NIGER-SOUTH,NIGER
10,MOHAMMED BABA MUSTAPHA,MALE,PPN,168,,NIGER-SOUTH,NIGER
11,ALFA SANI,MALE,PRP,139,,NIGER-SOUTH,NIGER
12,MUHAMMED LIMAN AL-AMIN,MALE,SDP,407,,NIGER-SOUTH,NIGER
1,OLADAPO SOFELA TEMITOPE,M,AD,799,,OGUN-CENTRAL,OGUN
2,GOMEZ TITILAYO OSENI,F,ADC,"37,101",,OGUN-CENTRAL,OGUN
